r r r r b b
401 654 10.5375 31.9 1 1
778 619 8.929167 30.4 1 1
60 582 11.75 33.599998 1 1
103 606 11.704166 33 1 1
140 584 11.141666 33.700001 0 1
1051 785 6.516667 28.799999 1 0
388 604 8.779166 32.099998 0 0
342 592 9.308333 32.5 0 0
677 767 7.016667 30.700001 1 0
315 634 8.95 32.400002 1 0
222 667 8.525 29.6 1 1
252 727 8.508333 30.4 1 1
274 690 8.383333 30.6 1 1
286 758 8.358334 31.200001 1 1
180 559 8.3625 29.299999 1 1
242 624 8.216666 28.9 1 1
190 569 8.270833 30.1 1 1
289 629 8.0125 29 1 1
122 519 8.4 30.9 1 1
168 536 8.325 30 1 1
109 531 8.3375 31.799999 1 1
189 558 8.179167 30.9 1 1
76 529 7.966667 29.6 1 1
85 521 8.225 30.4 1 1
88 551 7.695833 30.200001 1 1
75 528 8.1875 31.299999 1 1
110 569 6.5875 27.299999 1 1
55 543 7.525 28.700001 1 1
49 584 7.295833 28 1 1
86 568 7.4375 29.4 1 1
42 600 7.2 25.200001 1 1
150 581 6.0875 25.1 1 1
12 581 7.5375 26.200001 1 1
645 830 6.754167 30 1 1
147 583 10.104167 31.4 1 1
454 738 7.716667 31.799999 1 1
180 588 9.933333 31.799999 1 1
672 943 6.2375 29.299999 1 1
665 889 6.425 29.700001 1 1
852 1066 5.283333 29.200001 1 1
968 1035 4.741667 28.9 1 1
346 717 7.425 29.799999 1 1
300 724 7.9 30.5 1 1
211 663 8.220834 31.9 1 1
281 710 8.195833 32.200001 1 1
200 584 7.708333 31.1 1 1
255 636 7.658333 30.299999 1 1
287 607 6.929167 30.799999 1 1
255 636 7.220833 31.4 1 1
92 527 8.05 31.700001 1 1
196 563 7.616667 31.4 1 1
116 518 7.7625 30.5 1 1
173 546 7.520833 30.6 1 1
137 584 7.195833 31.4 1 1
131 550 7.504167 31.799999 1 1
143 576 7.0125 31.6 1 1
98 520 7.566667 31 1 1
128 671 7.295833 30 1 1
178 624 6.991667 31 1 1
145 682 7.25 31.200001 1 1
165 619 7.029167 31.9 1 1
13 707 7.654167 26.9 1 1
28 695 7.691667 28.299999 1 1
17 783 7.408333 27.5 1 1
78 752 7.2625 29.1 1 1
0 742 7.3875 26.6 1 1
525 685 7.441667 31.299999 1 1
328 588 8.9625 31.700001 1 1
438 626 7.85 31.700001 1 1
511 638 7.908333 31.4 1 1
722 951 6.033333 30.1 1 1
1033 990 4.458333 28.5 1 1
784 865 5.395833 29.9 1 1
607 690 6.608333 30.9 1 1
178 616 8.220834 32 1 1
295 689 7.6 32 1 1
219 599 7.4625 32.299999 1 1
304 658 6.933333 32.200001 1 1
169 550 7.716667 31 1 1
250 600 7.5875 30.799999 1 1
193 545 7.604167 32 1 1
188 558 7.804167 31.5 1 1
126 514 7.566667 31 1 1
104 515 7.841667 31 1 1
164 534 7.091667 32.5 1 1
175 536 7.308333 32.299999 1 1
105 557 7.175 32.900002 1 1
97 516 7.458333 31.700001 1 1
137 567 6.883333 32.400002 1 1
129 538 7.070833 32.5 1 1
155 670 6.708333 31.9 1 1
122 598 7.0625 32.799999 1 1
145 635 6.6375 31.4 1 1
146 594 6.770833 32.200001 1 1
17 736 7.1125 29.200001 1 1
44 708 7.054167 30.200001 1 1
49 691 6.783333 29.700001 1 1
91 676 6.708333 30.4 1 1
44 768 6.720833 26.6 1 1
0 763 7.025 28 1 1
162 795 5.925 28.700001 1 1
33 741 6.670833 29.200001 1 1
383 686 7.904167 31.4 1 1
104 609 9.9375 32.5 1 1
101 682 9.704166 32.099998 1 1
115 645 9.983334 32 1 1
495 779 6.475 31.1 1 1
582 774 6.4125 30.6 1 1
527 765 5.820833 31.299999 1 1
444 764 7.1625 31.1 1 1
218 597 7.704167 30.6 1 1
222 628 7.9875 30 1 1
265 626 7.4375 29.799999 1 1
248 648 7.791667 29.5 1 0
187 538 7.525 32.200001 1 1
259 572 7.258333 31.299999 1 1
180 522 7.4875 31.799999 1 1
220 568 7.35 30.799999 1 1
158 544 7.204167 31.700001 1 1
152 531 7.5625 31.9 1 1
133 533 7.470833 31.5 0 0
162 509 7.554167 32.099998 1 1
120 564 6.925 30.799999 1 1
164 562 6.945833 30.9 1 1
149 575 6.95 30.799999 1 1
164 572 7.075 30.9 1 1
139 589 6.466667 30.1 1 1
150 582 6.633333 30.700001 1 1
121 583 6.545833 30.5 1 1
177 588 6.504167 30.6 1 1
41 623 6.804167 29.5 1 1
211 633 5.9625 29.6 1 1
80 619 6.45 30.1 1 1
102 601 6.429167 30.200001 1 1
130 695 6.070833 29.200001 0 1
58 671 6.5125 29.4 1 1
98 628 6.166667 29.700001 0 1
61 622 6.429167 30 1 1
113 654 9.920834 31.799999 1 1
244 735 9.016666 31.4 1 1
572 758 6.041667 29.700001 1 1
692 824 5.9375 29.700001 1 1
8 543 7.270833 23.6 0 0
21 536 7.05 24 0 0
16 502 6.525 26.4 0 1
20 539 5.429167 28.1 0 1
24 516 5.958333 27.299999 0 1
7 564 5.254167 29.1 0 1
7 626 3.4875 33.5 0 1
25 656 3.575 33.099998 0 1
251 616 1.5 35.5 0 1
74 619 2.866667 34.200001 0 1
23 531 4.679167 27.700001 0 1
8 562 4.725 28.200001 0 1
156 598 1.983333 35.099998 0 1
29 586 2.9125 34.200001 0 1
27 574 2.758333 34.299999 0 1
12 568 3.304167 33.200001 0 1
42 708 6.516667 26.299999 1 1
34 735 6.666667 26.299999 1 1
85 714 6.245833 27.5 1 1
127 763 6.166667 28.1 1 1
19 657 6.408333 26.4 0 1
15 671 6.508333 26.4 1 1
45 638 6.108333 27.4 0 1
49 675 6.275 27.299999 0 1
28 588 5.883333 27.799999 0 1
8 604 6.166667 27.4 0 1
25 587 5.716667 28.200001 0 1
18 610 5.029167 29.200001 0 0
26 652 5.229167 30.299999 0 1
14 614 4.5375 30.5 0 1
13 615 4.85 29.799999 0 1
70 643 4.158333 31.799999 0 1
49 669 4.895833 31 0 1
22 576 3.9125 31.700001 0 1
4 593 4.25 31.200001 0 1
122 615 3.275 32.700001 0 1
73 617 3.733333 32.400002 0 1
18 540 3.616667 32.299999 0 1
33 562 3.7 32 0 1
48 547 3.129167 33.5 0 1
148 589 2.875 33.099998 0 1
2 544 3.391667 32.900002 0 1
6 536 2.8125 34.200001 0 1
17 537 3.020833 33.700001 0 1
85 667 6.170833 28.299999 1 1
104 661 6.195833 29 0 1
9 639 6.475 28.6 0 1
64 627 6.295833 29.299999 0 1
11 633 6.316667 28 0 1
54 651 6.179167 28 1 1
11 647 6.141667 28.799999 0 1
8 650 6.354167 28.1 1 1
8 562 5.908333 28.6 0 1
27 623 5.645833 29.4 0 1
6 627 5.833333 29.299999 0 1
12 569 5.6625 29.200001 0 1
8 561 5.770833 28.9 0 1
17 622 5.491667 29.6 0 1
13 618 5.633333 29.6 0 1
51 613 4.9375 30.6 0 1
7 601 5.425 30 0 1
117 603 3.879167 32.5 0 1
89 605 4.504167 31.1 0 1
167 602 2.920833 33.799999 0 1
135 601 3.320833 33.599998 0 1
96 566 2.6625 34.200001 0 1
150 588 2.670833 34 0 1
52 539 2.454167 34.599998 0 1
91 555 2.516667 34.400002 0 1
290 567 0.5375 37.599998 0 1
427 613 0.145833 36.700001 0 1
477 568 -0.7875 37.400002 0 1
346 564 0.058333 37.799999 0 1
556 561 -1.233333 35.700001 0 1
536 567 -1.145833 36.5 0 1
797 511 -2.533333 30.299999 0 1
730 487 -2.375 32.700001 0 1
605 503 -2.370833 33.5 0 0
386 478 -1.245833 34.599998 0 1
240 730 0.9875 24.1 0 0
941 625 -3.004167 27.700001 0 0
685 579 -2.720833 29.9 0 1
745 532 -3.058333 31.799999 0 0
463 850 -0.125 23.4 0 0
304 576 0.4125 37.299999 0 1
223 585 1.220833 36.200001 0 1
180 570 1.1125 36.5 0 1
203 595 1.408333 35.400002 0 1
379 545 -0.545833 38.299999 0 1
273 553 0.35 37.799999 0 1
301 542 -0.183333 37.799999 0 1
241 561 0.516667 37.099998 0 1
494 520 -1.441667 38 0 1
413 524 -0.991667 38.400002 0 1
219 483 -0.241667 38.200001 0 1
306 513 -0.55 38.299999 0 1
569 473 -1.654167 34.299999 0 1
406 478 -0.975 36.5 0 1
558 505 -2.191667 36.400002 0 1
430 497 -1.504167 37.700001 0 1
453 467 -2.291667 36.299999 0 0
410 464 -1.979167 36.900002 0 1
352 461 -2.295833 38.5 0 1
305 467 -1.758333 38.400002 0 1
777 550 -4.125 33.799999 0 1
600 494 -3.154167 35.099998 0 1
551 545 -3.641667 36.700001 0 0
439 493 -2.983333 37.900002 0 1
919 608 -4.908333 32.799999 0 0
136 563 -1.575 34.299999 0 1
662 593 -4.25 35.799999 0 0
3 568 2.325 35.099998 0 1
3 585 2.5 34.900002 0 1
50 509 1.183333 36.5 0 1
9 532 1.7875 35.900002 0 1
12 502 1.4125 36 0 1
278 497 -0.6 37.5 0 1
115 491 0.495833 37.200001 0 1
92 487 0.325 37 0 1
94 496 0.579167 36.599998 0 1
350 470 -1.495833 37.400002 0 1
207 467 -0.4875 37.5 0 1
219 464 -1.070833 38.099998 0 1
141 472 -0.295833 37.700001 0 1
377 496 -2.591667 39 0 1
300 491 -1.8375 38.700001 0 1
454 510 -3.233333 38.799999 0 1
4 527 2.4625 34.700001 0 1
3 530 1.466667 35.400002 0 1
95 510 0.316667 36.799999 0 1
77 523 0.675 36.200001 0 1
201 486 -1.054167 38.400002 0 1
86 493 -0.029167 37.599998 0 1
430 937 16.758333 20.700001 1 0
130 867 18.391666 20.299999 1 0
370 774 17.116667 19.700001 1 0
813 771 14.741667 20.200001 1 0
134 624 18.366667 19.4 1 0
0 0 0 0 1 0
0 0 0 0 1 0
347 637 17.395834 19.4 1 0
0 0 0 0 1 0
64 497 15.566667 27.5 1 0
626 578 11.233334 29.1 1 1
184 539 14.133333 28.700001 1 0
249 547 11.966666 31.9 1 1
1444 689 5.895833 27.799999 1 1
328 616 10.6875 32.5 1 1
974 667 7.5625 29.799999 1 1
104 579 11.391666 34 0 0
112 587 11.479167 33.599998 1 1
141 580 11.004167 34.099998 0 0
451 628 8.8875 33 0 1
579 608 11.25 28.9 1 1
16 536 14.725 28.700001 1 0
483 625 11.683333 29.4 1 1
166 581 13.825 28.799999 1 0
170 549 12.029166 32.400002 1 0
1281 714 6.675 28.299999 1 1
252 578 11.6125 32 1 0
414 600 11.379167 30.799999 1 1
454 629 9.745833 32.299999 1 1
568 625 9.558333 31.5 1 1
304 611 10.470834 32.599998 1 1
896 705 7.604167 30.4 1 1
112 580 11.066667 34.099998 0 1
125 583 11.2 33.799999 1 1
87 583 11.258333 33.5 1 0
383 631 9.375 33.299999 0 0
305 624 9.558333 33.599998 0 0
129 597 10.629167 34.099998 0 0
564 651 8.154166 32.5 0 0
1227 829 5.0125 29 0 0
634 651 7.558333 32.099998 1 0
1595 932 2.7875 27.200001 0 1
428 632 8.3125 33.299999 0 1
450 614 8.4625 33 1 1
668 624 7.1875 31.9 0 0
1291 864 3.945833 28.700001 0 1
942 757 5.8125 30.6 0 0
1001 759 5.245833 30 0 0
1162 766 4.675 29.4 0 0
69 672 14.283334 28.5 0 0
312 632 12.495833 30.200001 1 1
116 605 13.883333 29.5 1 1
64 651 13.516666 30.6 1 0
165 678 13.241667 29.5 1 0
156 591 12.25 31.9 1 0
184 596 12.679167 31.4 1 1
219 620 12.166667 31.299999 1 1
148 609 13.195833 31.6 1 1
388 643 10.025 31.700001 1 1
711 697 8.679167 30.700001 1 1
299 630 10.5125 30.799999 1 0
308 646 10.870833 31 1 1
66 593 10.979167 33.5 1 1
208 614 10.545834 32.5 1 0
52 554 11.183333 32.299999 1 1
346 624 9.883333 31 1 0
139 584 10.404166 33.900002 0 1
80 598 10.804167 34.099998 1 1
48 545 11.095834 32.900002 0 0
696 664 7.079167 31.700001 1 0
973 771 5.825 30.5 0 1
394 590 8.791667 32.700001 0 0
1060 706 4.920833 30.1 0 1
296 538 8.2 33 0 0
298 548 8.679167 33.099998 0 0
412 607 7.729167 32.099998 1 0
780 662 6.0875 31 0 1
77 622 13.525 30.1 0 0
213 678 12.908334 28.1 0 0
223 614 12.3375 29.9 1 1
256 615 12.929167 30.6 1 1
11 577 13.366667 28 1 1
208 622 12.566667 27.9 1 1
145 582 11.558333 29.799999 1 0
238 620 11.475 29.700001 1 1
88 544 12.229167 28.1 1 1
118 574 12.358334 27.799999 1 1
75 518 11.245833 31.200001 1 1
286 581 10.425 30 1 0
120 482 11.220834 29.6 1 1
243 538 10.975 28.5 1 0
41 505 11.25 31.9 0 0
15 455 11.558333 30.700001 0 0
29 470 11.020833 33.099998 0 1
227 563 9.2125 33.099998 0 0
107 546 9.35 33.400002 0 0
124 673 13.279166 25.9 0 0
89 882 13.5625 23.799999 1 0
39 434 11.733334 28 0 1
23 491 12.1875 27.1 1 0
138 449 10.704166 31 1 0
54 424 11.458333 29.1 0 0
0 373 11.545834 29 0 0
24 457 10.995833 33 1 0
1 396 11.229167 30.700001 0 0
0 341 11.641666 27.6 0 0
0 350 11.375 28.5 0 0
102 630 6.225 30.799999 1 1
139 645 6.033333 31.200001 1 1
152 665 6.091667 31.1 1 1
141 666 6.220833 31.299999 0 1
47 614 6.320833 30.200001 0 1
67 615 6.325 30.4 1 1
106 631 5.85 30.9 1 1
134 638 5.9375 31.1 1 1
133 628 6.329167 31.4 1 1
142 653 6.358333 31.5 1 1
206 666 5.845833 30.799999 0 1
216 666 5.8875 31.1 0 1
113 654 5.770833 31.200001 1 1
161 659 5.8 31 0 1
148 656 5.5375 31.6 0 1
138 644 5.85 31.5 0 1
175 602 8.670834 32.700001 0 0
145 632 5.458333 32.200001 0 1
25 636 6.266667 29 1 1
44 620 6.25 29.799999 0 1
61 639 5.854167 30.1 0 1
70 621 5.9375 30.700001 1 1
87 661 5.4 29.9 0 1
100 664 5.525 29.799999 0 1
28 666 5.429167 30.200001 0 1
60 657 5.420833 30 0 1
56 688 5.225 29.700001 0 1
72 700 5.1375 30 0 1
43 647 4.979167 30 0 1
16 661 5.370833 29.6 0 1
117 624 3.858333 32.799999 0 1
113 641 4.3 31.200001 0 1
140 610 3.0875 33.700001 0 1
107 611 3.529167 33.400002 0 1
193 592 2.091667 34.400002 0 1
184 607 2.45 34.099998 0 1
122 545 2.083333 34.599998 0 1
187 577 1.9875 34.400002 0 1
92 665 5.558333 30.9 1 1
123 661 5.5875 31.1 1 1
106 656 5.3875 31.5 0 1
108 652 5.533333 31.5 1 1
59 651 5.416667 30.6 0 1
204 707 4.816667 30.6 0 1
83 635 5.1375 31.299999 0 1
126 660 5.070833 31.4 0 1
61 615 5.166667 30.6 1 1
89 640 5.158333 30.700001 0 1
48 605 5.1 31.299999 0 1
123 629 4.833333 31.299999 0 1
91 645 4.825 30.5 0 1
78 636 4.970833 30.5 0 1
95 618 4.65 31.299999 0 1
95 619 4.720833 31.200001 0 1
24 636 4.783333 30.799999 0 1
5 632 5.15 30.5 0 1
4 599 4.804167 31.799999 0 1
24 603 4.95 31.4 0 1
108 645 3.916667 32.400002 0 1
46 640 4.504167 31.4 0 1
84 631 4.020833 32.700001 0 1
17 608 4.608333 32.200001 0 1
89 644 3.579167 33.200001 0 1
88 643 3.758333 33 0 1
135 642 3.225 33.5 0 1
112 641 3.654167 33.099998 0 1
152 604 2.429167 34 0 1
173 643 2.6875 33.599998 0 1
113 607 2.670833 34.299999 0 1
118 631 3.045833 33.799999 0 1
130 544 2.1 34.599998 0 1
135 567 2.229167 34.400002 0 1
117 556 2.041667 35.099998 0 1
118 580 2.241667 34.900002 0 1
154 646 4.983333 32.200001 0 1
178 649 5.0125 32.200001 0 1
108 633 5.075 32.799999 0 1
140 637 5.175 32.700001 0 1
173 644 4.475 32.200001 0 1
128 639 4.895833 32.200001 0 1
30 606 5.0125 32 0 1
67 618 4.916667 32.099998 0 1
73 618 4.654167 31.9 0 1
31 610 4.941667 31.9 0 1
37 654 4.75 32.299999 0 1
97 633 3.945833 32.799999 0 1
29 615 4.525 32.400002 0 1
72 660 4.0375 32.900002 0 1
11 663 4.566667 32.5 0 1
112 636 3.3875 33.400002 0 1
89 634 3.766667 33.099998 0 1
114 650 3.320833 33.599998 0 1
91 649 3.633333 33.400002 0 1
106 620 2.825 34.099998 0 1
114 634 3.1875 33.599998 0 1
127 630 2.579167 34.700001 0 1
136 645 2.883333 34 0 1
155 585 1.729167 35.700001 0 1
125 599 2.15 35.299999 0 1
158 603 1.6375 35.900002 0 1
151 614 2.004167 35.299999 0 1
52 668 3.845833 33.400002 0 1
69 639 3.1125 34.400002 0 1
81 653 3.304167 34 0 1
93 616 2.329167 35.599998 0 1
76 624 2.754167 35.099998 0 1
216 619 1.079167 36.299999 0 1
109 608 2.016667 35.900002 0 1
5 503 2.245833 34.700001 0 1
56 519 2.208333 34.700001 0 1
5 514 1.516667 35.400002 0 0
10 496 2.004167 34.900002 0 1
107 520 0.3125 36.700001 0 1
59 529 0.85 36.099998 0 1
32 466 2.2 34.799999 0 1
127 511 1.875 34.799999 0 1
95 511 1.5125 35.799999 0 1
123 534 1.683333 35.400002 0 1
60 488 1.3 35.700001 0 1
20 460 1.875 35.200001 0 1
120 509 0.829167 36.400002 0 1
98 508 1.254167 36 0 1
124 514 0.341667 36.700001 0 1
96 507 0.754167 36.200001 0 1
145 523 0.1125 37.099998 0 1
165 526 0.254167 36.799999 0 1
224 496 -1.158333 38.5 0 1
168 508 -0.3625 37.599998 0 1
229 517 -1.275 38.700001 0 1
214 532 -0.720833 38 0 1
330 471 -2.458333 39.5 0 1
208 477 -1.379167 39 0 1
288 462 -2.095833 38.900002 0 1
306 490 -2.0125 38.900002 0 1
337 452 -3.1125 39.5 0 0
341 455 -2.883333 39.700001 0 1
323 427 -2.5 37.200001 0 1
228 422 -1.9625 38.299999 0 1
197 500 -2.308333 36.5 0 0
326 460 -3.108333 38.700001 0 0
595 501 -3.679167 33.700001 0 0
428 449 -2.995833 35.900002 0 1
280 573 -2.675 34.900002 0 0
354 483 -2.4 32.5 0 1
198 556 0.745833 36.599998 0 1
143 559 1.341667 36.400002 0 1
175 578 0.795833 36.599998 0 1
186 591 1.0875 36.400002 0 1
197 548 0.258333 36.799999 0 1
181 550 0.620833 36.700001 0 1
244 581 -0.066667 36.599998 0 1
243 587 0.220833 36.599998 0 1
293 552 -0.804167 37.299999 0 1
256 553 -0.3875 37.099998 0 1
291 570 -0.75 36.299999 0 1
253 571 -0.366667 36.5 0 1
208 498 -0.95 37.299999 0 1
181 518 -0.516667 37.299999 0 1
315 529 -1.208333 35.200001 0 1
208 532 -0.520833 35.799999 0 1
346 468 -2.025 36.599998 0 1
259 475 -1.445833 37 0 1
311 494 -1.229167 33.299999 0 1
243 499 -0.866667 34.599998 0 1
187 420 -0.954167 33.400002 0 1
135 409 -0.920833 35.599998 0 1
161 460 -0.008333 29.1 0 1
203 467 -0.458333 31.200001 0 1
174 439 -0.3375 28.9 0 1
297 443 -1.354167 31.700001 0 1
126 480 0.658333 25 0 1
129 459 0.341667 27.5 0 1
285 531 -0.0375 23.299999 0 0
196 591 0.545833 36.599998 0 1
168 595 1.004167 36.599998 0 1
247 586 -0.208333 36.5 0 1
250 595 0.054167 36.599998 0 1
284 573 -0.791667 36 0 1
266 583 -0.558333 36.299999 0 1
307 541 -1.1125 34 0 1
282 529 -0.954167 33 0 1
78 626 2.341667 35.299999 0 1
154 627 1.5625 36.099998 0 1
133 639 1.866667 35.700001 0 1
211 616 0.925 36.599998 0 1
189 624 1.2375 36.400002 0 1
183 619 1.220833 36.099998 0 1
183 635 1.445833 35.799999 0 1
196 607 0.941667 36.400002 0 1
192 577 0.391667 36.700001 0 0
242 604 0.466667 36.799999 0 1
123 526 0.5 24.200001 0 0
122 561 0.9125 20.1 0 0
